State FIPS,County FIPS,County,State Abbr,State,ReEDS BA,Cambium GEA
30,25,Fallon,MT,Montana,p35,SPP_North
16,3,Adams,ID,Idaho,p15,NorthernGrid_East
47,93,Knox,TN,Tennessee,p92,SERTP
39,149,Shelby,OH,Ohio,p112,PJM_East
12,101,Pasco,FL,Florida,p101,FRCC
31,105,Kimball,NE,Nebraska,p39,SPP_North
48,207,Haskell,TX,Texas,p60,ERCOT
48,117,Deaf Smith,TX,Texas,p48,SPP_South
48,179,Gray,TX,Texas,p48,SPP_South
36,73,Orleans,NY,New York,p127,NYISO
48,501,Yoakum,TX,Texas,p48,SPP_South
29,213,Taney,MO,Missouri,p55,SPP_South
49,43,Summit,UT,Utah,p26,NorthernGrid_South
49,57,Weber,UT,Utah,p25,NorthernGrid_South
17,125,Mason,IL,Illinois,p81,MISO_Central
56,3,Big Horn,WY,Wyoming,p21,NorthernGrid_East
37,11,Avery,NC,North Carolina,p97,SERTP
36,67,Onondaga,NY,New York,p127,NYISO
10,1,Kent,DE,Delaware,p125,PJM_East
28,147,Walthall,MS,Mississippi,p87,MISO_South
21,207,Russell,KY,Kentucky,p93,SERTP
17,141,Ogle,IL,Illinois,p80,PJM_West
54,105,Wirt,WV,West Virginia,p116,PJM_East
18,115,Ohio,IN,Indiana,p107,MISO_Central
21,117,Kenton,KY,Kentucky,p109,PJM_East
19,51,Davis,IA,Iowa,p70,MISO_North
45,81,Saluda,SC,South Carolina,p96,SERTP
51,87,Henrico,VA,Virginia,p99,PJM_East
21,179,Nelson,KY,Kentucky,p109,PJM_East
51,113,Madison,VA,Virginia,p100,PJM_East
47,105,Loudon,TN,Tennessee,p92,SERTP
1,89,Madison,AL,Alabama,p89,SERTP
21,25,Breathitt,KY,Kentucky,p110,PJM_East
19,39,Clarke,IA,Iowa,p70,MISO_North
36,27,Dutchess,NY,New York,p127,NYISO
17,61,Greene,IL,Illinois,p81,MISO_Central
12,91,Okaloosa,FL,Florida,p91,SERTP
48,225,Houston,TX,Texas,p63,ERCOT
21,35,Calloway,KY,Kentucky,p93,SERTP
17,9,Brown,IL,Illinois,p81,MISO_Central
18,29,Dearborn,IN,Indiana,p107,MISO_Central
37,199,Yancey,NC,North Carolina,p97,SERTP
13,251,Screven,GA,Georgia,p94,SERTP
18,37,Dubois,IN,Indiana,p107,MISO_Central
19,63,Emmet,IA,Iowa,p45,MISO_North
48,25,Bee,TX,Texas,p65,ERCOT
4,12,La Paz,AZ,Arizona,p28,WestConnect_South
48,327,Menard,TX,Texas,p64,ERCOT
1,21,Chilton,AL,Alabama,p90,SERTP
8,81,Moffat,CO,Colorado,p33,WestConnect_North
39,131,Pike,OH,Ohio,p112,PJM_East
18,15,Carroll,IN,Indiana,p105,MISO_Central
28,65,Jefferson Davis,MS,Mississippi,p87,MISO_South
12,85,Martin,FL,Florida,p102,FRCC
21,225,Union,KY,Kentucky,p108,MISO_Central
6,103,Tehama,CA,California,p9,CAISO
48,35,Bosque,TX,Texas,p63,ERCOT
39,157,Tuscarawas,OH,Ohio,p112,PJM_East
6,55,Napa,CA,California,p9,CAISO
31,21,Burt,NE,Nebraska,p41,SPP_North
41,21,Gilliam,OR,Oregon,p5,NorthernGrid_West
55,53,Jackson,WI,Wisconsin,p77,MISO_North
18,5,Bartholomew,IN,Indiana,p107,MISO_Central
54,89,Summers,WV,West Virginia,p116,PJM_East
29,65,Dent,MO,Missouri,p84,MISO_Central
20,83,Hodgeman,KS,Kansas,p53,SPP_South
54,21,Gilmer,WV,West Virginia,p116,PJM_East
39,109,Miami,OH,Ohio,p113,PJM_East
30,33,Garfield,MT,Montana,p19,NorthernGrid_East
42,55,Franklin,PA,Pennsylvania,p120,PJM_East
8,107,Routt,CO,Colorado,p33,WestConnect_North
16,71,Oneida,ID,Idaho,p16,NorthernGrid_East
42,103,Pike,PA,Pennsylvania,p122,PJM_East
39,31,Coshocton,OH,Ohio,p112,PJM_East
13,113,Fayette,GA,Georgia,p94,SERTP
8,79,Mineral,CO,Colorado,p34,WestConnect_North
17,77,Jackson,IL,Illinois,p81,MISO_Central
53,51,Pend Oreille,WA,Washington,p3,NorthernGrid_West
12,123,Taylor,FL,Florida,p101,FRCC
31,89,Holt,NE,Nebraska,p40,SPP_North
53,39,Klickitat,WA,Washington,p2,NorthernGrid_West
38,69,Pierce,ND,North Dakota,p37,MISO_North
13,87,Decatur,GA,Georgia,p94,SERTP
26,99,Macomb,MI,Michigan,p103,MISO_Central
29,147,Nodaway,MO,Missouri,p54,SPP_South
48,385,Real,TX,Texas,p64,ERCOT
47,21,Cheatham,TN,Tennessee,p92,SERTP
9,1,Fairfield,CT,Connecticut,p132,ISONE
48,335,Mitchell,TX,Texas,p60,ERCOT
27,7,Beltrami,MN,Minnesota,p42,MISO_North
21,197,Powell,KY,Kentucky,p109,PJM_East
21,59,Daviess,KY,Kentucky,p108,MISO_Central
30,47,Lake,MT,Montana,p17,NorthernGrid_East
19,167,Sioux,IA,Iowa,p45,MISO_North
55,3,Ashland,WI,Wisconsin,p46,MISO_North
53,63,Spokane,WA,Washington,p3,NorthernGrid_West
42,119,Union,PA,Pennsylvania,p122,PJM_East
13,311,White,GA,Georgia,p94,SERTP
45,79,Richland,SC,South Carolina,p96,SERTP
47,89,Jefferson,TN,Tennessee,p92,SERTP
8,97,Pitkin,CO,Colorado,p33,WestConnect_North
48,399,Runnels,TX,Texas,p61,ERCOT
1,105,Perry,AL,Alabama,p89,SERTP
48,197,Hardeman,TX,Texas,p60,ERCOT
48,59,Callahan,TX,Texas,p61,ERCOT
13,85,Dawson,GA,Georgia,p94,SERTP
39,165,Warren,OH,Ohio,p114,PJM_East
35,31,McKinley,NM,New Mexico,p31,WestConnect_South
47,145,Roane,TN,Tennessee,p92,SERTP
21,211,Shelby,KY,Kentucky,p109,PJM_East
46,57,Hamlin,SD,South Dakota,p38,SPP_North
46,43,Douglas,SD,South Dakota,p38,SPP_North
36,17,Chenango,NY,New York,p127,NYISO
21,33,Caldwell,KY,Kentucky,p108,MISO_Central
18,7,Benton,IN,Indiana,p105,MISO_Central
19,143,Osceola,IA,Iowa,p45,MISO_North
48,211,Hemphill,TX,Texas,p48,SPP_South
40,135,Sequoyah,OK,Oklahoma,p50,SPP_South
13,91,Dodge,GA,Georgia,p94,SERTP
46,75,Jones,SD,South Dakota,p38,SPP_North
26,65,Ingham,MI,Michigan,p103,MISO_Central
48,245,Jefferson,TX,Texas,p66,MISO_South
48,33,Borden,TX,Texas,p60,ERCOT
38,11,Bowman,ND,North Dakota,p36,SPP_North
51,790,Staunton,VA,Virginia,p99,PJM_East
46,135,Yankton,SD,South Dakota,p38,SPP_North
36,13,Chautauqua,NY,New York,p127,NYISO
48,47,Brooks,TX,Texas,p65,ERCOT
1,93,Marion,AL,Alabama,p89,SERTP
31,145,Red Willow,NE,Nebraska,p40,SPP_North
34,31,Passaic,NJ,New Jersey,p126,PJM_East
17,185,Wabash,IL,Illinois,p83,MISO_Central
40,75,Kiowa,OK,Oklahoma,p50,SPP_South
27,5,Becker,MN,Minnesota,p42,MISO_North
40,57,Harmon,OK,Oklahoma,p50,SPP_South
21,47,Christian,KY,Kentucky,p93,SERTP
30,59,Meagher,MT,Montana,p18,NorthernGrid_East
40,43,Dewey,OK,Oklahoma,p50,SPP_South
26,147,St. Clair,MI,Michigan,p103,MISO_Central
29,99,Jefferson,MO,Missouri,p72,MISO_Central
20,45,Douglas,KS,Kansas,p53,SPP_South
13,233,Polk,GA,Georgia,p94,SERTP
47,189,Wilson,TN,Tennessee,p92,SERTP
29,175,Randolph,MO,Missouri,p72,MISO_Central
55,137,Waushara,WI,Wisconsin,p76,MISO_North
13,101,Echols,GA,Georgia,p94,SERTP
29,159,Pettis,MO,Missouri,p54,SPP_South
54,59,Mingo,WV,West Virginia,p117,PJM_East
23,31,York,ME,Maine,p134,ISONE
22,55,Lafayette,LA,Louisiana,p58,MISO_South
8,37,Eagle,CO,Colorado,p33,WestConnect_North
22,103,St. Tammany,LA,Louisiana,p58,MISO_South
27,41,Douglas,MN,Minnesota,p43,MISO_North
46,11,Brookings,SD,South Dakota,p38,SPP_North
13,177,Lee,GA,Georgia,p94,SERTP
8,15,Chaffee,CO,Colorado,p34,WestConnect_North
48,263,Kent,TX,Texas,p60,ERCOT
48,337,Montague,TX,Texas,p63,ERCOT
36,65,Oneida,NY,New York,p127,NYISO
18,81,Johnson,IN,Indiana,p107,MISO_Central
31,59,Fillmore,NE,Nebraska,p40,SPP_North
41,59,Umatilla,OR,Oregon,p5,NorthernGrid_West
28,27,Coahoma,MS,Mississippi,p87,MISO_South
26,17,Bay,MI,Michigan,p103,MISO_Central
13,1,Appling,GA,Georgia,p94,SERTP
51,45,Craig,VA,Virginia,p118,PJM_East
8,29,Delta,CO,Colorado,p34,WestConnect_North
1,117,Shelby,AL,Alabama,p89,SERTP
19,3,Adams,IA,Iowa,p70,MISO_North
38,57,Mercer,ND,North Dakota,p36,SPP_North
1,25,Clarke,AL,Alabama,p90,SERTP
38,43,Kidder,ND,North Dakota,p37,MISO_North
21,89,Greenup,KY,Kentucky,p109,PJM_East
28,67,Jones,MS,Mississippi,p87,MISO_South
22,119,Webster,LA,Louisiana,p58,MISO_South
5,109,Pike,AR,Arkansas,p56,SPP_South
5,31,Craighead,AR,Arkansas,p85,MISO_South
13,19,Berrien,GA,Georgia,p94,SERTP
45,37,Edgefield,SC,South Carolina,p96,SERTP
12,83,Marion,FL,Florida,p101,FRCC
1,35,Conecuh,AL,Alabama,p90,SERTP
56,39,Teton,WY,Wyoming,p21,NorthernGrid_East
45,15,Berkeley,SC,South Carolina,p96,SERTP
39,155,Trumbull,OH,Ohio,p111,PJM_East
8,115,Sedgwick,CO,Colorado,p33,WestConnect_North
48,21,Bastrop,TX,Texas,p64,ERCOT
13,133,Greene,GA,Georgia,p94,SERTP
26,13,Baraga,MI,Michigan,p74,MISO_North
27,173,Yellow Medicine,MN,Minnesota,p44,MISO_North
48,89,Colorado,TX,Texas,p64,ERCOT
40,11,Blaine,OK,Oklahoma,p50,SPP_South
20,123,Mitchell,KS,Kansas,p53,SPP_South
47,59,Greene,TN,Tennessee,p92,SERTP
45,29,Colleton,SC,South Carolina,p96,SERTP
19,53,Decatur,IA,Iowa,p70,MISO_North
28,73,Lamar,MS,Mississippi,p87,MISO_South
38,75,Renville,ND,North Dakota,p36,SPP_North
21,21,Boyle,KY,Kentucky,p109,PJM_East
4,23,Santa Cruz,AZ,Arizona,p30,WestConnect_South
16,39,Elmore,ID,Idaho,p15,NorthernGrid_East
4,9,Graham,AZ,Arizona,p28,WestConnect_South
51,670,Hopewell,VA,Virginia,p99,PJM_East
46,69,Hyde,SD,South Dakota,p38,SPP_North
48,145,Falls,TX,Texas,p63,ERCOT
29,17,Bollinger,MO,Missouri,p73,MISO_Central
48,201,Harris,TX,Texas,p67,ERCOT
18,173,Warrick,IN,Indiana,p107,MISO_Central
40,139,Texas,OK,Oklahoma,p49,SPP_South
41,47,Marion,OR,Oregon,p5,NorthernGrid_West
48,425,Somervell,TX,Texas,p63,ERCOT
31,47,Dawson,NE,Nebraska,p40,SPP_North
19,137,Montgomery,IA,Iowa,p45,MISO_North
17,183,Vermilion,IL,Illinois,p83,MISO_Central
26,159,Van Buren,MI,Michigan,p104,PJM_West
16,63,Lincoln,ID,Idaho,p15,NorthernGrid_East
47,33,Crockett,TN,Tennessee,p92,SERTP
6,31,Kings,CA,California,p9,CAISO
21,145,McCracken,KY,Kentucky,p93,SERTP
21,201,Robertson,KY,Kentucky,p109,PJM_East
12,45,Gulf,FL,Florida,p91,SERTP
6,109,Tuolumne,CA,California,p9,CAISO
48,249,Jim Wells,TX,Texas,p65,ERCOT
42,131,Wyoming,PA,Pennsylvania,p122,PJM_East
54,47,McDowell,WV,West Virginia,p117,PJM_East
29,13,Bates,MO,Missouri,p55,SPP_South
32,31,Washoe,NV,Nevada,p12,NorthernGrid_South
51,83,Halifax,VA,Virginia,p99,PJM_East
21,189,Owsley,KY,Kentucky,p109,PJM_East
30,21,Dawson,MT,Montana,p35,SPP_North
54,33,Harrison,WV,West Virginia,p116,PJM_East
47,47,Fayette,TN,Tennessee,p92,SERTP
48,189,Hale,TX,Texas,p48,SPP_South
40,69,Johnston,OK,Oklahoma,p50,SPP_South
41,33,Josephine,OR,Oregon,p6,NorthernGrid_West
31,33,Cheyenne,NE,Nebraska,p39,SPP_North
53,71,Walla Walla,WA,Washington,p2,NorthernGrid_West
27,81,Lincoln,MN,Minnesota,p44,MISO_North
48,319,Mason,TX,Texas,p64,ERCOT
36,99,Seneca,NY,New York,p127,NYISO
18,41,Fayette,IN,Indiana,p107,MISO_Central
17,127,Massac,IL,Illinois,p81,MISO_Central
16,51,Jefferson,ID,Idaho,p16,NorthernGrid_East
30,89,Sanders,MT,Montana,p17,NorthernGrid_East
33,9,Grafton,NH,New Hampshire,p130,ISONE
48,181,Grayson,TX,Texas,p63,ERCOT
26,105,Mason,MI,Michigan,p103,MISO_Central
28,145,Union,MS,Mississippi,p88,SERTP
40,37,Creek,OK,Oklahoma,p51,SPP_South
49,7,Carbon,UT,Utah,p25,NorthernGrid_South
40,15,Caddo,OK,Oklahoma,p50,SPP_South
22,71,Orleans,LA,Louisiana,p58,MISO_South
29,93,Iron,MO,Missouri,p73,MISO_Central
50,5,Caledonia,VT,Vermont,p129,ISONE
21,181,Nicholas,KY,Kentucky,p109,PJM_East
30,27,Fergus,MT,Montana,p20,NorthernGrid_East
45,11,Barnwell,SC,South Carolina,p96,SERTP
39,3,Allen,OH,Ohio,p112,PJM_East
17,133,Monroe,IL,Illinois,p81,MISO_Central
20,49,Elk,KS,Kansas,p53,SPP_South
48,313,Madison,TX,Texas,p63,ERCOT
46,115,Spink,SD,South Dakota,p38,SPP_North
20,151,Pratt,KS,Kansas,p53,SPP_South
37,81,Guilford,NC,North Carolina,p97,SERTP
40,29,Coal,OK,Oklahoma,p50,SPP_South
1,99,Monroe,AL,Alabama,p90,SERTP
17,19,Champaign,IL,Illinois,p83,MISO_Central
20,191,Sumner,KS,Kansas,p53,SPP_South
21,187,Owen,KY,Kentucky,p109,PJM_East
17,1,Adams,IL,Illinois,p81,MISO_Central
19,155,Pottawattamie,IA,Iowa,p45,MISO_North
30,67,Park,MT,Montana,p18,NorthernGrid_East
22,121,West Baton Rouge,LA,Louisiana,p58,MISO_South
42,95,Northampton,PA,Pennsylvania,p122,PJM_East
55,31,Douglas,WI,Wisconsin,p46,MISO_North
40,115,Ottawa,OK,Oklahoma,p51,SPP_South
55,109,St. Croix,WI,Wisconsin,p46,MISO_North
46,29,Codington,SD,South Dakota,p38,SPP_North
17,177,Stephenson,IL,Illinois,p80,PJM_West
48,187,Guadalupe,TX,Texas,p64,ERCOT
46,37,Day,SD,South Dakota,p38,SPP_North
8,11,Bent,CO,Colorado,p34,WestConnect_North
39,53,Gallia,OH,Ohio,p112,PJM_East
30,73,Pondera,MT,Montana,p18,NorthernGrid_East
20,23,Cheyenne,KS,Kansas,p52,SPP_South
46,15,Brule,SD,South Dakota,p38,SPP_North
20,111,Lyon,KS,Kansas,p53,SPP_South
39,137,Putnam,OH,Ohio,p112,PJM_East
48,275,Knox,TX,Texas,p60,ERCOT
20,9,Barton,KS,Kansas,p53,SPP_South
36,35,Fulton,NY,New York,p127,NYISO
35,3,Catron,NM,New Mexico,p31,WestConnect_South
13,127,Glynn,GA,Georgia,p94,SERTP
20,61,Geary,KS,Kansas,p53,SPP_South
38,79,Rolette,ND,North Dakota,p37,MISO_North
42,39,Crawford,PA,Pennsylvania,p122,PJM_East
36,25,Delaware,NY,New York,p127,NYISO
51,735,Poquoson,VA,Virginia,p99,PJM_East
21,27,Breckinridge,KY,Kentucky,p108,MISO_Central
45,69,Marlboro,SC,South Carolina,p96,SERTP
29,105,Laclede,MO,Missouri,p84,MISO_Central
48,293,Limestone,TX,Texas,p63,ERCOT
50,7,Chittenden,VT,Vermont,p129,ISONE
37,195,Wilson,NC,North Carolina,p98,SERTP
26,93,Livingston,MI,Michigan,p103,MISO_Central
49,5,Cache,UT,Utah,p25,NorthernGrid_South
42,63,Indiana,PA,Pennsylvania,p122,PJM_East
48,27,Bell,TX,Texas,p63,ERCOT
37,173,Swain,NC,North Carolina,p97,SERTP
35,53,Socorro,NM,New Mexico,p31,WestConnect_South
48,349,Navarro,TX,Texas,p63,ERCOT
34,3,Bergen,NJ,New Jersey,p126,PJM_East
1,65,Hale,AL,Alabama,p89,SERTP
21,73,Franklin,KY,Kentucky,p109,PJM_East
24,39,Somerset,MD,Maryland,p123,PJM_East
28,21,Claiborne,MS,Mississippi,p87,MISO_South
48,403,Sabine,TX,Texas,p66,MISO_South
37,41,Chowan,NC,North Carolina,p98,SERTP
48,347,Nacogdoches,TX,Texas,p66,MISO_South
13,183,Long,GA,Georgia,p94,SERTP
38,97,Traill,ND,North Dakota,p37,MISO_North
48,67,Cass,TX,Texas,p57,SPP_South
5,143,Washington,AR,Arkansas,p56,SPP_South
36,117,Wayne,NY,New York,p127,NYISO
8,69,Larimer,CO,Colorado,p33,WestConnect_North
42,51,Fayette,PA,Pennsylvania,p115,PJM_East
48,73,Cherokee,TX,Texas,p63,ERCOT
48,241,Jasper,TX,Texas,p66,MISO_South
51,510,Alexandria,VA,Virginia,p99,PJM_East
20,141,Osborne,KS,Kansas,p53,SPP_South
53,55,San Juan,WA,Washington,p1,NorthernGrid_West
21,67,Fayette,KY,Kentucky,p109,PJM_East
28,89,Madison,MS,Mississippi,p87,MISO_South
29,205,Shelby,MO,Missouri,p71,MISO_Central
20,125,Montgomery,KS,Kansas,p53,SPP_South
23,3,Aroostook,ME,Maine,p134,ISONE
46,129,Walworth,SD,South Dakota,p38,SPP_North
5,53,Grant,AR,Arkansas,p85,MISO_South
47,181,Wayne,TN,Tennessee,p92,SERTP
36,93,Schenectady,NY,New York,p127,NYISO
1,13,Butler,AL,Alabama,p90,SERTP
46,97,Miner,SD,South Dakota,p38,SPP_North
12,23,Columbia,FL,Florida,p101,FRCC
51,125,Nelson,VA,Virginia,p118,PJM_East
12,111,St. Lucie,FL,Florida,p102,FRCC
37,193,Wilkes,NC,North Carolina,p97,SERTP
28,33,DeSoto,MS,Mississippi,p87,MISO_South
26,35,Clare,MI,Michigan,p103,MISO_Central
40,107,Okfuskee,OK,Oklahoma,p50,SPP_South
51,141,Patrick,VA,Virginia,p118,PJM_East
16,55,Kootenai,ID,Idaho,p14,NorthernGrid_East
19,31,Cedar,IA,Iowa,p70,MISO_North
40,79,Le Flore,OK,Oklahoma,p50,SPP_South
48,467,Van Zandt,TX,Texas,p63,ERCOT
17,87,Johnson,IL,Illinois,p81,MISO_Central
42,71,Lancaster,PA,Pennsylvania,p122,PJM_East
37,5,Alleghany,NC,North Carolina,p97,SERTP
19,109,Kossuth,IA,Iowa,p45,MISO_North
26,25,Calhoun,MI,Michigan,p103,MISO_Central
5,3,Ashley,AR,Arkansas,p85,MISO_South
39,167,Washington,OH,Ohio,p112,PJM_East
26,117,Montcalm,MI,Michigan,p103,MISO_Central
13,315,Wilcox,GA,Georgia,p94,SERTP
17,113,McLean,IL,Illinois,p83,MISO_Central
13,77,Coweta,GA,Georgia,p94,SERTP
46,107,Potter,SD,South Dakota,p38,SPP_North
1,17,Chambers,AL,Alabama,p90,SERTP
51,61,Fauquier,VA,Virginia,p99,PJM_East
28,47,Harrison,MS,Mississippi,p87,MISO_South
48,495,Winkler,TX,Texas,p62,ERCOT
49,41,Sevier,UT,Utah,p25,NorthernGrid_South
51,9,Amherst,VA,Virginia,p118,PJM_East
31,181,Webster,NE,Nebraska,p40,SPP_North
48,497,Wise,TX,Texas,p63,ERCOT
46,79,Lake,SD,South Dakota,p38,SPP_North
42,121,Venango,PA,Pennsylvania,p122,PJM_East
40,129,Roger Mills,OK,Oklahoma,p50,SPP_South
22,95,St. John the Baptist,LA,Louisiana,p58,MISO_South
40,97,Mayes,OK,Oklahoma,p51,SPP_South
47,187,Williamson,TN,Tennessee,p92,SERTP
12,49,Hardee,FL,Florida,p101,FRCC
37,7,Anson,NC,North Carolina,p97,SERTP
41,67,Washington,OR,Oregon,p5,NorthernGrid_West
51,678,Lexington,VA,Virginia,p99,PJM_East
17,101,Lawrence,IL,Illinois,p83,MISO_Central
29,35,Carter,MO,Missouri,p84,MISO_Central
25,1,Barnstable,MA,Massachusetts,p131,ISONE
31,67,Gage,NE,Nebraska,p40,SPP_North
38,29,Emmons,ND,North Dakota,p36,SPP_North
54,73,Pleasants,WV,West Virginia,p116,PJM_East
45,75,Orangeburg,SC,South Carolina,p96,SERTP
22,63,Livingston,LA,Louisiana,p58,MISO_South
29,25,Caldwell,MO,Missouri,p54,SPP_South
19,165,Shelby,IA,Iowa,p45,MISO_North
45,43,Georgetown,SC,South Carolina,p96,SERTP
13,185,Lowndes,GA,Georgia,p94,SERTP
36,105,Sullivan,NY,New York,p127,NYISO
45,57,Lancaster,SC,South Carolina,p95,SERTP
51,111,Lunenburg,VA,Virginia,p99,PJM_East
38,37,Grant,ND,North Dakota,p36,SPP_North
47,27,Clay,TN,Tennessee,p92,SERTP
12,125,Union,FL,Florida,p101,FRCC
54,67,Nicholas,WV,West Virginia,p116,PJM_East
29,225,Webster,MO,Missouri,p55,SPP_South
51,23,Botetourt,VA,Virginia,p118,PJM_East
48,269,King,TX,Texas,p60,ERCOT
38,15,Burleigh,ND,North Dakota,p36,SPP_North
31,73,Gosper,NE,Nebraska,p40,SPP_North
39,143,Sandusky,OH,Ohio,p111,PJM_East
22,39,Evangeline,LA,Louisiana,p58,MISO_South
6,3,Alpine,CA,California,p9,CAISO
47,67,Hancock,TN,Tennessee,p92,SERTP
54,27,Hampshire,WV,West Virginia,p116,PJM_East
22,51,Jefferson,LA,Louisiana,p58,MISO_South
32,3,Clark,NV,Nevada,p13,NorthernGrid_South
21,213,Simpson,KY,Kentucky,p93,SERTP
12,9,Brevard,FL,Florida,p102,FRCC
8,75,Logan,CO,Colorado,p33,WestConnect_North
17,91,Kankakee,IL,Illinois,p80,PJM_West
12,61,Indian River,FL,Florida,p102,FRCC
41,27,Hood River,OR,Oregon,p5,NorthernGrid_West
51,191,Washington,VA,Virginia,p118,PJM_East
8,57,Jackson,CO,Colorado,p33,WestConnect_North
31,27,Cedar,NE,Nebraska,p40,SPP_North
5,137,Stone,AR,Arkansas,p85,MISO_South
8,43,Fremont,CO,Colorado,p34,WestConnect_North
29,117,Livingston,MO,Missouri,p54,SPP_South
48,213,Henderson,TX,Texas,p63,ERCOT
29,179,Reynolds,MO,Missouri,p73,MISO_Central
28,59,Jackson,MS,Mississippi,p87,MISO_South
17,85,Jo Daviess,IL,Illinois,p80,PJM_West
51,49,Cumberland,VA,Virginia,p99,PJM_East
6,53,Monterey,CA,California,p9,CAISO
25,19,Nantucket,MA,Massachusetts,p131,ISONE
47,73,Hawkins,TN,Tennessee,p92,SERTP
29,207,Stoddard,MO,Missouri,p84,MISO_Central
13,49,Charlton,GA,Georgia,p94,SERTP
30,99,Teton,MT,Montana,p18,NorthernGrid_East
35,51,Sierra,NM,New Mexico,p31,WestConnect_South
28,117,Prentiss,MS,Mississippi,p88,SERTP
18,69,Huntington,IN,Indiana,p105,MISO_Central
29,197,Schuyler,MO,Missouri,p71,MISO_Central
29,59,Dallas,MO,Missouri,p84,MISO_Central
26,47,Emmet,MI,Michigan,p103,MISO_Central
36,89,St. Lawrence,NY,New York,p127,NYISO
40,41,Delaware,OK,Oklahoma,p51,SPP_South
13,191,McIntosh,GA,Georgia,p94,SERTP
1,27,Clay,AL,Alabama,p90,SERTP
4,1,Apache,AZ,Arizona,p29,WestConnect_South
5,71,Johnson,AR,Arkansas,p56,SPP_South
55,55,Jefferson,WI,Wisconsin,p79,MISO_North
39,95,Lucas,OH,Ohio,p111,PJM_East
33,19,Sullivan,NH,New Hampshire,p130,ISONE
21,147,McCreary,KY,Kentucky,p93,SERTP
13,223,Paulding,GA,Georgia,p94,SERTP
55,103,Richland,WI,Wisconsin,p77,MISO_North
13,151,Henry,GA,Georgia,p94,SERTP
42,53,Forest,PA,Pennsylvania,p122,PJM_East
19,153,Polk,IA,Iowa,p70,MISO_North
44,3,Kent,RI,Rhode Island,p133,ISONE
36,21,Columbia,NY,New York,p127,NYISO
31,159,Seward,NE,Nebraska,p40,SPP_North
17,123,Marshall,IL,Illinois,p82,MISO_Central
34,39,Union,NJ,New Jersey,p126,PJM_East
24,3,Anne Arundel,MD,Maryland,p123,PJM_East
48,271,Kinney,TX,Texas,p61,ERCOT
48,147,Fannin,TX,Texas,p63,ERCOT
12,77,Liberty,FL,Florida,p101,FRCC
5,121,Randolph,AR,Arkansas,p85,MISO_South
1,73,Jefferson,AL,Alabama,p89,SERTP
21,65,Estill,KY,Kentucky,p109,PJM_East
13,111,Fannin,GA,Georgia,p94,SERTP
48,417,Shackelford,TX,Texas,p63,ERCOT
55,119,Taylor,WI,Wisconsin,p46,MISO_North
48,389,Reeves,TX,Texas,p61,ERCOT
51,185,Tazewell,VA,Virginia,p118,PJM_East
38,5,Benson,ND,North Dakota,p37,MISO_North
13,23,Bleckley,GA,Georgia,p94,SERTP
33,1,Belknap,NH,New Hampshire,p130,ISONE
47,159,Smith,TN,Tennessee,p92,SERTP
19,149,Plymouth,IA,Iowa,p45,MISO_North
48,471,Walker,TX,Texas,p64,ERCOT
26,33,Chippewa,MI,Michigan,p103,MISO_Central
48,281,Lampasas,TX,Texas,p63,ERCOT
48,65,Carson,TX,Texas,p48,SPP_South
4,19,Pima,AZ,Arizona,p30,WestConnect_South
42,3,Allegheny,PA,Pennsylvania,p115,PJM_East
48,483,Wheeler,TX,Texas,p48,SPP_South
28,35,Forrest,MS,Mississippi,p87,MISO_South
18,139,Rush,IN,Indiana,p107,MISO_Central
27,11,Big Stone,MN,Minnesota,p43,MISO_North
35,39,Rio Arriba,NM,New Mexico,p31,WestConnect_South
46,41,Dewey,SD,South Dakota,p38,SPP_North
1,67,Henry,AL,Alabama,p90,SERTP
28,25,Clay,MS,Mississippi,p88,SERTP
27,139,Scott,MN,Minnesota,p43,MISO_North
48,175,Goliad,TX,Texas,p65,ERCOT
18,11,Boone,IN,Indiana,p105,MISO_Central
48,345,Motley,TX,Texas,p60,ERCOT
37,115,Madison,NC,North Carolina,p97,SERTP
54,17,Doddridge,WV,West Virginia,p116,PJM_East
46,81,Lawrence,SD,South Dakota,p32,WestConnect_North
48,99,Coryell,TX,Texas,p63,ERCOT
47,13,Campbell,TN,Tennessee,p92,SERTP
13,61,Clay,GA,Georgia,p94,SERTP
20,127,Morris,KS,Kansas,p53,SPP_South
13,9,Baldwin,GA,Georgia,p94,SERTP
21,175,Morgan,KY,Kentucky,p109,PJM_East
39,51,Fulton,OH,Ohio,p111,PJM_East
26,59,Hillsdale,MI,Michigan,p103,MISO_Central
29,47,Clay,MO,Missouri,p54,SPP_South
51,77,Grayson,VA,Virginia,p118,PJM_East
41,17,Deschutes,OR,Oregon,p5,NorthernGrid_West
53,31,Jefferson,WA,Washington,p2,NorthernGrid_West
21,99,Hart,KY,Kentucky,p109,PJM_East
31,17,Brown,NE,Nebraska,p40,SPP_North
29,33,Carroll,MO,Missouri,p54,SPP_South
48,487,Wilbarger,TX,Texas,p60,ERCOT
37,37,Chatham,NC,North Carolina,p98,SERTP
54,13,Calhoun,WV,West Virginia,p116,PJM_East
39,39,Defiance,OH,Ohio,p112,PJM_East
48,393,Roberts,TX,Texas,p48,SPP_South
37,15,Bertie,NC,North Carolina,p98,SERTP
13,247,Rockdale,GA,Georgia,p94,SERTP
13,125,Glascock,GA,Georgia,p94,SERTP
48,435,Sutton,TX,Texas,p61,ERCOT
13,141,Hancock,GA,Georgia,p94,SERTP
