State FIPS,County FIPS,County,State Abbr,State,ReEDS BA,Cambium GEA
39,83,Knox,OH,Ohio,p112,PJM_East
8,105,Rio Grande,CO,Colorado,p34,WestConnect_North
30,7,Broadwater,MT,Montana,p17,NorthernGrid_East
39,45,Fairfield,OH,Ohio,p112,PJM_East
18,47,Franklin,IN,Indiana,p107,MISO_Central
42,85,Mercer,PA,Pennsylvania,p122,PJM_East
31,173,Thurston,NE,Nebraska,p40,SPP_North
38,99,Walsh,ND,North Dakota,p37,MISO_North
55,9,Brown,WI,Wisconsin,p75,MISO_North
17,163,St. Clair,IL,Illinois,p81,MISO_Central
55,61,Kewaunee,WI,Wisconsin,p75,MISO_North
26,69,Iosco,MI,Michigan,p103,MISO_Central
42,91,Montgomery,PA,Pennsylvania,p122,PJM_East
13,307,Webster,GA,Georgia,p94,SERTP
47,41,DeKalb,TN,Tennessee,p92,SERTP
29,11,Barton,MO,Missouri,p55,SPP_South
17,171,Scott,IL,Illinois,p81,MISO_Central
47,173,Union,TN,Tennessee,p92,SERTP
29,199,Scotland,MO,Missouri,p71,MISO_Central
21,7,Ballard,KY,Kentucky,p93,SERTP
54,41,Lewis,WV,West Virginia,p116,PJM_East
8,93,Park,CO,Colorado,p33,WestConnect_North
48,421,Sherman,TX,Texas,p48,SPP_South
30,5,Blaine,MT,Montana,p18,NorthernGrid_East
51,520,Bristol,VA,Virginia,p118,PJM_East
13,169,Jones,GA,Georgia,p94,SERTP
27,59,Isanti,MN,Minnesota,p43,MISO_North
31,41,Custer,NE,Nebraska,p40,SPP_North
48,7,Aransas,TX,Texas,p65,ERCOT
55,141,Wood,WI,Wisconsin,p76,MISO_North
26,139,Ottawa,MI,Michigan,p103,MISO_Central
41,41,Lincoln,OR,Oregon,p5,NorthernGrid_West
20,165,Rush,KS,Kansas,p53,SPP_South
55,125,Vilas,WI,Wisconsin,p75,MISO_North
51,155,Pulaski,VA,Virginia,p118,PJM_East
50,27,Windsor,VT,Vermont,p129,ISONE
42,101,Philadelphia,PA,Pennsylvania,p122,PJM_East
13,209,Montgomery,GA,Georgia,p94,SERTP
18,33,DeKalb,IN,Indiana,p105,MISO_Central
47,185,White,TN,Tennessee,p92,SERTP
20,99,Labette,KS,Kansas,p53,SPP_South
29,45,Clark,MO,Missouri,p71,MISO_Central
13,27,Brooks,GA,Georgia,p94,SERTP
55,107,Rusk,WI,Wisconsin,p46,MISO_North
55,79,Milwaukee,WI,Wisconsin,p79,MISO_North
20,175,Seward,KS,Kansas,p53,SPP_South
28,1,Adams,MS,Mississippi,p87,MISO_South
18,51,Gibson,IN,Indiana,p107,MISO_Central
19,115,Louisa,IA,Iowa,p70,MISO_North
21,127,Lawrence,KY,Kentucky,p110,PJM_East
13,293,Upson,GA,Georgia,p94,SERTP
16,41,Franklin,ID,Idaho,p16,NorthernGrid_East
6,75,San Francisco,CA,California,p9,CAISO
1,49,DeKalb,AL,Alabama,p89,SERTP
17,189,Washington,IL,Illinois,p81,MISO_Central
6,43,Mariposa,CA,California,p9,CAISO
6,57,Nevada,CA,California,p9,CAISO
12,17,Citrus,FL,Florida,p101,FRCC
51,530,Buena Vista,VA,Virginia,p99,PJM_East
53,5,Benton,WA,Washington,p2,NorthernGrid_West
8,53,Hinsdale,CO,Colorado,p34,WestConnect_North
51,159,Richmond,VA,Virginia,p99,PJM_East
13,275,Thomas,GA,Georgia,p94,SERTP
39,11,Auglaize,OH,Ohio,p112,PJM_East
48,127,Dimmit,TX,Texas,p65,ERCOT
45,3,Aiken,SC,South Carolina,p96,SERTP
18,63,Hendricks,IN,Indiana,p105,MISO_Central
48,419,Shelby,TX,Texas,p66,MISO_South
1,23,Choctaw,AL,Alabama,p89,SERTP
21,183,Ohio,KY,Kentucky,p108,MISO_Central
55,129,Washburn,WI,Wisconsin,p46,MISO_North
1,111,Randolph,AL,Alabama,p90,SERTP
31,185,York,NE,Nebraska,p40,SPP_North
19,37,Chickasaw,IA,Iowa,p69,MISO_North
17,201,Winnebago,IL,Illinois,p80,PJM_West
19,15,Boone,IA,Iowa,p70,MISO_North
48,453,Travis,TX,Texas,p64,ERCOT
55,97,Portage,WI,Wisconsin,p75,MISO_North
26,83,Keweenaw,MI,Michigan,p74,MISO_North
17,145,Perry,IL,Illinois,p81,MISO_Central
13,73,Columbia,GA,Georgia,p94,SERTP
27,95,Mille Lacs,MN,Minnesota,p43,MISO_North
13,241,Rabun,GA,Georgia,p94,SERTP
35,6,Cibola,NM,New Mexico,p31,WestConnect_South
13,67,Cobb,GA,Georgia,p94,SERTP
37,157,Rockingham,NC,North Carolina,p97,SERTP
18,39,Elkhart,IN,Indiana,p105,MISO_Central
48,183,Gregg,TX,Texas,p57,SPP_South
37,131,Northampton,NC,North Carolina,p98,SERTP
28,19,Choctaw,MS,Mississippi,p88,SERTP
45,53,Jasper,SC,South Carolina,p96,SERTP
51,760,Richmond,VA,Virginia,p99,PJM_East
19,29,Cass,IA,Iowa,p70,MISO_North
12,13,Calhoun,FL,Florida,p91,SERTP
8,3,Alamosa,CO,Colorado,p34,WestConnect_North
4,25,Yavapai,AZ,Arizona,p28,WestConnect_South
28,133,Sunflower,MS,Mississippi,p87,MISO_South
49,55,Wayne,UT,Utah,p25,NorthernGrid_South
53,7,Chelan,WA,Washington,p1,NorthernGrid_West
36,123,Yates,NY,New York,p127,NYISO
54,77,Preston,WV,West Virginia,p116,PJM_East
5,135,Sharp,AR,Arkansas,p85,MISO_South
27,39,Dodge,MN,Minnesota,p43,MISO_North
35,11,De Baca,NM,New Mexico,p31,WestConnect_South
13,313,Whitfield,GA,Georgia,p94,SERTP
17,21,Christian,IL,Illinois,p83,MISO_Central
20,147,Phillips,KS,Kansas,p53,SPP_South
51,17,Bath,VA,Virginia,p99,PJM_East
26,45,Eaton,MI,Michigan,p103,MISO_Central
17,89,Kane,IL,Illinois,p80,PJM_West
37,153,Richmond,NC,North Carolina,p98,SERTP
31,77,Greeley,NE,Nebraska,p40,SPP_North
18,95,Madison,IN,Indiana,p105,MISO_Central
1,9,Blount,AL,Alabama,p90,SERTP
13,181,Lincoln,GA,Georgia,p94,SERTP
51,600,Fairfax,VA,Virginia,p99,PJM_East
27,63,Jackson,MN,Minnesota,p68,MISO_North
1,61,Geneva,AL,Alabama,p90,SERTP
39,69,Henry,OH,Ohio,p112,PJM_East
39,139,Richland,OH,Ohio,p112,PJM_East
48,369,Parmer,TX,Texas,p48,SPP_South
1,125,Tuscaloosa,AL,Alabama,p89,SERTP
56,41,Uinta,WY,Wyoming,p21,NorthernGrid_East
13,187,Lumpkin,GA,Georgia,p94,SERTP
38,31,Foster,ND,North Dakota,p37,MISO_North
48,485,Wichita,TX,Texas,p63,ERCOT
5,57,Hempstead,AR,Arkansas,p85,MISO_South
34,11,Cumberland,NJ,New Jersey,p126,PJM_East
5,43,Drew,AR,Arkansas,p85,MISO_South
5,75,Lawrence,AR,Arkansas,p85,MISO_South
37,149,Polk,NC,North Carolina,p97,SERTP
47,77,Henderson,TN,Tennessee,p92,SERTP
27,51,Grant,MN,Minnesota,p43,MISO_North
20,65,Graham,KS,Kansas,p52,SPP_South
29,83,Henry,MO,Missouri,p55,SPP_South
48,373,Polk,TX,Texas,p66,MISO_South
51,13,Arlington,VA,Virginia,p99,PJM_East
16,81,Teton,ID,Idaho,p16,NorthernGrid_East
17,47,Edwards,IL,Illinois,p83,MISO_Central
36,45,Jefferson,NY,New York,p127,NYISO
13,269,Taylor,GA,Georgia,p94,SERTP
55,29,Door,WI,Wisconsin,p75,MISO_North
35,57,Torrance,NM,New Mexico,p31,WestConnect_South
35,43,Sandoval,NM,New Mexico,p31,WestConnect_South
28,113,Pike,MS,Mississippi,p87,MISO_South
37,169,Stokes,NC,North Carolina,p97,SERTP
46,109,Roberts,SD,South Dakota,p38,SPP_North
48,185,Grimes,TX,Texas,p64,ERCOT
46,31,Corson,SD,South Dakota,p38,SPP_North
23,11,Kennebec,ME,Maine,p134,ISONE
18,163,Vanderburgh,IN,Indiana,p107,MISO_Central
6,69,San Benito,CA,California,p9,CAISO
26,123,Newaygo,MI,Michigan,p103,MISO_Central
56,5,Campbell,WY,Wyoming,p23,WestConnect_North
20,13,Brown,KS,Kansas,p53,SPP_South
55,37,Florence,WI,Wisconsin,p75,MISO_North
47,127,Moore,TN,Tennessee,p92,SERTP
51,65,Fluvanna,VA,Virginia,p99,PJM_East
19,129,Mills,IA,Iowa,p45,MISO_North
48,489,Willacy,TX,Texas,p65,ERCOT
55,15,Calumet,WI,Wisconsin,p76,MISO_North
19,97,Jackson,IA,Iowa,p70,MISO_North
21,185,Oldham,KY,Kentucky,p109,PJM_East
27,71,Koochiching,MN,Minnesota,p42,MISO_North
31,183,Wheeler,NE,Nebraska,p40,SPP_North
18,171,Warren,IN,Indiana,p105,MISO_Central
16,7,Bear Lake,ID,Idaho,p16,NorthernGrid_East
51,683,Manassas,VA,Virginia,p99,PJM_East
12,99,Palm Beach,FL,Florida,p102,FRCC
25,21,Norfolk,MA,Massachusetts,p131,ISONE
5,11,Bradley,AR,Arkansas,p85,MISO_South
13,213,Murray,GA,Georgia,p94,SERTP
27,121,Pope,MN,Minnesota,p43,MISO_North
31,127,Nemaha,NE,Nebraska,p41,SPP_North
19,161,Sac,IA,Iowa,p45,MISO_North
28,87,Lowndes,MS,Mississippi,p88,SERTP
19,107,Keokuk,IA,Iowa,p70,MISO_North
30,77,Powell,MT,Montana,p17,NorthernGrid_East
40,31,Comanche,OK,Oklahoma,p50,SPP_South
47,183,Weakley,TN,Tennessee,p92,SERTP
19,79,Hamilton,IA,Iowa,p70,MISO_North
17,33,Crawford,IL,Illinois,p83,MISO_Central
20,17,Chase,KS,Kansas,p53,SPP_South
51,147,Prince Edward,VA,Virginia,p99,PJM_East
55,115,Shawano,WI,Wisconsin,p76,MISO_North
40,109,Oklahoma,OK,Oklahoma,p50,SPP_South
29,123,Madison,MO,Missouri,p73,MISO_Central
39,75,Holmes,OH,Ohio,p112,PJM_East
28,91,Marion,MS,Mississippi,p87,MISO_South
18,121,Parke,IN,Indiana,p105,MISO_Central
56,7,Carbon,WY,Wyoming,p24,WestConnect_North
5,139,Union,AR,Arkansas,p85,MISO_South
28,85,Lincoln,MS,Mississippi,p87,MISO_South
12,65,Jefferson,FL,Florida,p101,FRCC
6,11,Colusa,CA,California,p9,CAISO
37,119,Mecklenburg,NC,North Carolina,p97,SERTP
39,43,Erie,OH,Ohio,p111,PJM_East
39,57,Greene,OH,Ohio,p113,PJM_East
48,361,Orange,TX,Texas,p66,MISO_South
17,197,Will,IL,Illinois,p80,PJM_West
17,59,Gallatin,IL,Illinois,p81,MISO_Central
18,71,Jackson,IN,Indiana,p107,MISO_Central
27,171,Wright,MN,Minnesota,p43,MISO_North
51,175,Southampton,VA,Virginia,p99,PJM_East
21,77,Gallatin,KY,Kentucky,p109,PJM_East
32,11,Eureka,NV,Nevada,p12,NorthernGrid_South
53,41,Lewis,WA,Washington,p2,NorthernGrid_West
5,69,Jefferson,AR,Arkansas,p85,MISO_South
28,101,Newton,MS,Mississippi,p87,MISO_South
51,99,King George,VA,Virginia,p99,PJM_East
27,163,Washington,MN,Minnesota,p43,MISO_North
20,159,Rice,KS,Kansas,p53,SPP_South
48,315,Marion,TX,Texas,p57,SPP_South
36,83,Rensselaer,NY,New York,p127,NYISO
16,5,Bannock,ID,Idaho,p16,NorthernGrid_East
48,77,Clay,TX,Texas,p63,ERCOT
39,135,Preble,OH,Ohio,p113,PJM_East
37,103,Jones,NC,North Carolina,p98,SERTP
37,55,Dare,NC,North Carolina,p98,SERTP
16,37,Custer,ID,Idaho,p15,NorthernGrid_East
48,61,Cameron,TX,Texas,p65,ERCOT
48,9,Archer,TX,Texas,p63,ERCOT
16,15,Boise,ID,Idaho,p15,NorthernGrid_East
20,27,Clay,KS,Kansas,p53,SPP_South
40,149,Washita,OK,Oklahoma,p50,SPP_South
24,11,Caroline,MD,Maryland,p123,PJM_East
26,87,Lapeer,MI,Michigan,p103,MISO_Central
30,49,Lewis and Clark,MT,Montana,p18,NorthernGrid_East
27,53,Hennepin,MN,Minnesota,p43,MISO_North
13,99,Early,GA,Georgia,p94,SERTP
17,25,Clay,IL,Illinois,p83,MISO_Central
21,61,Edmonson,KY,Kentucky,p109,PJM_East
18,137,Ripley,IN,Indiana,p107,MISO_Central
49,31,Piute,UT,Utah,p25,NorthernGrid_South
19,195,Worth,IA,Iowa,p45,MISO_North
13,175,Laurens,GA,Georgia,p94,SERTP
21,9,Barren,KY,Kentucky,p109,PJM_East
16,29,Caribou,ID,Idaho,p16,NorthernGrid_East
19,173,Taylor,IA,Iowa,p45,MISO_North
17,35,Cumberland,IL,Illinois,p83,MISO_Central
29,101,Johnson,MO,Missouri,p54,SPP_South
29,85,Hickory,MO,Missouri,p55,SPP_South
21,125,Laurel,KY,Kentucky,p109,PJM_East
8,95,Phillips,CO,Colorado,p33,WestConnect_North
20,67,Grant,KS,Kansas,p52,SPP_South
21,141,Logan,KY,Kentucky,p93,SERTP
19,41,Clay,IA,Iowa,p45,MISO_North
17,117,Macoupin,IL,Illinois,p81,MISO_Central
26,113,Missaukee,MI,Michigan,p103,MISO_Central
17,179,Tazewell,IL,Illinois,p82,MISO_Central
48,247,Jim Hogg,TX,Texas,p65,ERCOT
48,125,Dickens,TX,Texas,p60,ERCOT
51,770,Roanoke,VA,Virginia,p118,PJM_East
28,123,Scott,MS,Mississippi,p87,MISO_South
27,3,Anoka,MN,Minnesota,p43,MISO_North
9,13,Tolland,CT,Connecticut,p132,ISONE
40,153,Woodward,OK,Oklahoma,p50,SPP_South
55,7,Bayfield,WI,Wisconsin,p46,MISO_North
29,91,Howell,MO,Missouri,p84,MISO_Central
48,401,Rusk,TX,Texas,p63,ERCOT
48,141,El Paso,TX,Texas,p59,WestConnect_South
42,11,Berks,PA,Pennsylvania,p122,PJM_East
20,73,Greenwood,KS,Kansas,p53,SPP_South
30,23,Deer Lodge,MT,Montana,p17,NorthernGrid_East
30,111,Yellowstone,MT,Montana,p20,NorthernGrid_East
21,191,Pendleton,KY,Kentucky,p109,PJM_East
29,87,Holt,MO,Missouri,p54,SPP_South
30,9,Carbon,MT,Montana,p18,NorthernGrid_East
21,223,Trimble,KY,Kentucky,p109,PJM_East
13,147,Hart,GA,Georgia,p94,SERTP
13,271,Telfair,GA,Georgia,p94,SERTP
21,151,Madison,KY,Kentucky,p109,PJM_East
30,61,Mineral,MT,Montana,p17,NorthernGrid_East
36,19,Clinton,NY,New York,p127,NYISO
8,39,Elbert,CO,Colorado,p34,WestConnect_North
18,3,Allen,IN,Indiana,p105,MISO_Central
1,127,Walker,AL,Alabama,p89,SERTP
21,49,Clark,KY,Kentucky,p109,PJM_East
38,55,McLean,ND,North Dakota,p37,MISO_North
48,359,Oldham,TX,Texas,p48,SPP_South
26,101,Manistee,MI,Michigan,p103,MISO_Central
38,103,Wells,ND,North Dakota,p37,MISO_North
20,181,Sherman,KS,Kansas,p52,SPP_South
48,191,Hall,TX,Texas,p60,ERCOT
48,223,Hopkins,TX,Texas,p63,ERCOT
40,131,Rogers,OK,Oklahoma,p51,SPP_South
48,151,Fisher,TX,Texas,p60,ERCOT
8,63,Kit Carson,CO,Colorado,p34,WestConnect_North
48,49,Brown,TX,Texas,p63,ERCOT
19,81,Hancock,IA,Iowa,p45,MISO_North
45,51,Horry,SC,South Carolina,p96,SERTP
27,137,St. Louis,MN,Minnesota,p43,MISO_North
21,111,Jefferson,KY,Kentucky,p109,PJM_East
37,155,Robeson,NC,North Carolina,p98,SERTP
4,21,Pinal,AZ,Arizona,p28,WestConnect_South
45,39,Fairfield,SC,South Carolina,p96,SERTP
26,91,Lenawee,MI,Michigan,p103,MISO_Central
48,323,Maverick,TX,Texas,p65,ERCOT
56,15,Goshen,WY,Wyoming,p24,WestConnect_North
21,23,Bracken,KY,Kentucky,p109,PJM_East
22,43,Grant,LA,Louisiana,p58,MISO_South
56,37,Sweetwater,WY,Wyoming,p21,NorthernGrid_East
22,57,Lafourche,LA,Louisiana,p58,MISO_South
55,5,Barron,WI,Wisconsin,p46,MISO_North
13,281,Towns,GA,Georgia,p94,SERTP
13,65,Clinch,GA,Georgia,p94,SERTP
18,53,Grant,IN,Indiana,p105,MISO_Central
26,85,Lake,MI,Michigan,p103,MISO_Central
48,111,Dallam,TX,Texas,p48,SPP_South
56,29,Park,WY,Wyoming,p21,NorthernGrid_East
22,75,Plaquemines,LA,Louisiana,p58,MISO_South
45,63,Lexington,SC,South Carolina,p96,SERTP
48,23,Baylor,TX,Texas,p60,ERCOT
8,51,Gunnison,CO,Colorado,p34,WestConnect_North
42,69,Lackawanna,PA,Pennsylvania,p122,PJM_East
29,113,Lincoln,MO,Missouri,p72,MISO_Central
36,1,Albany,NY,New York,p127,NYISO
48,375,Potter,TX,Texas,p48,SPP_South
20,187,Stanton,KS,Kansas,p52,SPP_South
13,13,Barrow,GA,Georgia,p94,SERTP
27,167,Wilkin,MN,Minnesota,p43,MISO_North
47,61,Grundy,TN,Tennessee,p92,SERTP
19,7,Appanoose,IA,Iowa,p70,MISO_North
48,329,Midland,TX,Texas,p62,ERCOT
47,9,Blount,TN,Tennessee,p92,SERTP
18,143,Scott,IN,Indiana,p107,MISO_Central
28,83,Leflore,MS,Mississippi,p87,MISO_South
17,105,Livingston,IL,Illinois,p80,PJM_West
12,67,Lafayette,FL,Florida,p101,FRCC
46,119,Sully,SD,South Dakota,p38,SPP_North
37,165,Scotland,NC,North Carolina,p98,SERTP
8,71,Las Animas,CO,Colorado,p34,WestConnect_North
51,187,Warren,VA,Virginia,p100,PJM_East
12,73,Leon,FL,Florida,p101,FRCC
26,19,Benzie,MI,Michigan,p103,MISO_Central
31,141,Platte,NE,Nebraska,p40,SPP_North
55,41,Forest,WI,Wisconsin,p75,MISO_North
40,103,Noble,OK,Oklahoma,p50,SPP_South
36,101,Steuben,NY,New York,p127,NYISO
26,133,Osceola,MI,Michigan,p103,MISO_Central
16,79,Shoshone,ID,Idaho,p15,NorthernGrid_East
31,125,Nance,NE,Nebraska,p40,SPP_North
40,55,Greer,OK,Oklahoma,p50,SPP_South
51,181,Surry,VA,Virginia,p99,PJM_East
31,9,Blaine,NE,Nebraska,p40,SPP_North
41,9,Columbia,OR,Oregon,p5,NorthernGrid_West
36,85,Richmond,NY,New York,p127,NYISO
48,301,Loving,TX,Texas,p62,ERCOT
31,61,Franklin,NE,Nebraska,p40,SPP_North
41,61,Union,OR,Oregon,p5,NorthernGrid_West
46,103,Pennington,SD,South Dakota,p32,WestConnect_North
22,11,Beauregard,LA,Louisiana,p58,MISO_South
13,17,Ben Hill,GA,Georgia,p94,SERTP
26,1,Alcona,MI,Michigan,p103,MISO_Central
46,55,Haakon,SD,South Dakota,p38,SPP_North
1,77,Lauderdale,AL,Alabama,p89,SERTP
51,650,Hampton,VA,Virginia,p99,PJM_East
54,9,Brooke,WV,West Virginia,p116,PJM_East
45,71,Newberry,SC,South Carolina,p96,SERTP
36,91,Saratoga,NY,New York,p127,NYISO
54,61,Monongalia,WV,West Virginia,p116,PJM_East
40,119,Payne,OK,Oklahoma,p50,SPP_South
12,27,DeSoto,FL,Florida,p101,FRCC
47,125,Montgomery,TN,Tennessee,p92,SERTP
48,441,Taylor,TX,Texas,p61,ERCOT
47,141,Putnam,TN,Tennessee,p92,SERTP
8,121,Washington,CO,Colorado,p33,WestConnect_North
36,87,Rockland,NY,New York,p127,NYISO
29,19,Boone,MO,Missouri,p72,MISO_Central
54,23,Grant,WV,West Virginia,p116,PJM_East
51,67,Franklin,VA,Virginia,p118,PJM_East
29,133,Mississippi,MO,Missouri,p72,MISO_Central
48,227,Howard,TX,Texas,p60,ERCOT
47,49,Fentress,TN,Tennessee,p92,SERTP
24,43,Washington,MD,Maryland,p121,PJM_East
19,193,Woodbury,IA,Iowa,p45,MISO_North
17,93,Kendall,IL,Illinois,p80,PJM_West
48,331,Milam,TX,Texas,p63,ERCOT
51,73,Gloucester,VA,Virginia,p99,PJM_East
37,31,Carteret,NC,North Carolina,p98,SERTP
41,23,Grant,OR,Oregon,p5,NorthernGrid_West
31,23,Butler,NE,Nebraska,p40,SPP_North
21,227,Warren,KY,Kentucky,p93,SERTP
31,111,Lincoln,NE,Nebraska,p40,SPP_North
47,151,Scott,TN,Tennessee,p92,SERTP
19,5,Allamakee,IA,Iowa,p69,MISO_North
37,109,Lincoln,NC,North Carolina,p97,SERTP
13,159,Jasper,GA,Georgia,p94,SERTP
53,37,Kittitas,WA,Washington,p1,NorthernGrid_West
42,75,Lebanon,PA,Pennsylvania,p122,PJM_East
54,49,Marion,WV,West Virginia,p116,PJM_East
55,81,Monroe,WI,Wisconsin,p77,MISO_North
48,265,Kerr,TX,Texas,p64,ERCOT
29,177,Ray,MO,Missouri,p54,SPP_South
22,69,Natchitoches,LA,Louisiana,p58,MISO_South
48,473,Waller,TX,Texas,p64,ERCOT
53,15,Cowlitz,WA,Washington,p2,NorthernGrid_West
13,277,Tift,GA,Georgia,p94,SERTP
25,25,Suffolk,MA,Massachusetts,p131,ISONE
28,45,Hancock,MS,Mississippi,p87,MISO_South
41,49,Morrow,OR,Oregon,p5,NorthernGrid_West
31,49,Deuel,NE,Nebraska,p39,SPP_North
31,151,Saline,NE,Nebraska,p40,SPP_North
42,43,Dauphin,PA,Pennsylvania,p122,PJM_East
47,111,Macon,TN,Tennessee,p92,SERTP
36,113,Warren,NY,New York,p127,NYISO
29,1,Adair,MO,Missouri,p71,MISO_Central
42,57,Fulton,PA,Pennsylvania,p120,PJM_East
18,167,Vigo,IN,Indiana,p105,MISO_Central
47,23,Chester,TN,Tennessee,p92,SERTP
13,255,Spalding,GA,Georgia,p94,SERTP
27,143,Sibley,MN,Minnesota,p43,MISO_North
51,27,Buchanan,VA,Virginia,p118,PJM_East
53,29,Island,WA,Washington,p1,NorthernGrid_West
